created_at,customer,customer.address,customer.address.city,customer.address.state,customer.address.street,customer.address.zip,customer.email,customer.name,customer_id,items,order_id,payment,payment.last_four,payment.method,shipping,shipping.carrier,shipping.cost,shipping.tracking,status,total
2024-01-31T00:00:00,"{""name"": ""Customer 127"", ""email"": ""customer127@shop.example"", ""address"": {""street"": ""966 Main St"", ""city"": ""San Francisco"", ""state"": ""CO"", ""zip"": ""84546""}}","{""street"": ""966 Main St"", ""city"": ""San Francisco"", ""state"": ""CO"", ""zip"": ""84546""}",San Francisco,CO,966 Main St,84546,customer127@shop.example,Customer 127,7594,"[{""product"": ""Phone"", ""quantity"": 3, ""price"": 432.49, ""sku"": ""SKU-129""}, {""product"": ""Phone"", ""quantity"": 1, ""price"": 60.77, ""sku"": ""SKU-171""}, {""product"": ""Laptop"", ""quantity"": 4, ""price"": 449.84, ""sku"": ""SKU-707""}]",ORD-10127,"{""method"": ""paypal"", ""last_four"": ""8011""}",8011,paypal,"{""carrier"": ""FedEx"", ""tracking"": ""TR375065618"", ""cost"": 15.01}",FedEx,15.01,TR375065618,pending,1260.65
2024-03-09T00:00:00,"{""name"": ""Customer 128"", ""email"": ""customer128@shop.example"", ""address"": {""street"": ""564 Main St"", ""city"": ""Seattle"", ""state"": ""WA"", ""zip"": ""83507""}}","{""street"": ""564 Main St"", ""city"": ""Seattle"", ""state"": ""WA"", ""zip"": ""83507""}",Seattle,WA,564 Main St,83507,customer128@shop.example,Customer 128,4175,"[{""product"": ""Laptop"", ""quantity"": 1, ""price"": 298.6, ""sku"": ""SKU-226""}, {""product"": ""Camera"", ""quantity"": 2, ""price"": 348.04, ""sku"": ""SKU-730""}]",ORD-10128,"{""method"": ""paypal"", ""last_four"": ""8777""}",8777,paypal,"{""carrier"": ""USPS"", ""tracking"": ""TR790135040"", ""cost"": 16.25}",USPS,16.25,TR790135040,pending,2188.41
2024-06-08T00:00:00,"{""name"": ""Customer 129"", ""email"": ""customer129@shop.example"", ""address"": {""street"": ""547 Main St"", ""city"": ""Portland"", ""state"": ""OR"", ""zip"": ""14927""}}","{""street"": ""547 Main St"", ""city"": ""Portland"", ""state"": ""OR"", ""zip"": ""14927""}",Portland,OR,547 Main St,14927,customer129@shop.example,Customer 129,1630,"[{""product"": ""Laptop"", ""quantity"": 2, ""price"": 399.91, ""sku"": ""SKU-872""}]",ORD-10129,"{""method"": ""paypal"", ""last_four"": ""7116""}",7116,paypal,"{""carrier"": ""USPS"", ""tracking"": ""TR257433130"", ""cost"": 8.39}",USPS,8.39,TR257433130,pending,679.83
2024-01-02T00:00:00,"{""name"": ""Customer 130"", ""email"": ""customer130@shop.example"", ""address"": {""street"": ""892 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""11624""}}","{""street"": ""892 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""11624""}",San Francisco,OR,892 Main St,11624,customer130@shop.example,Customer 130,9765,"[{""product"": ""Watch"", ""quantity"": 4, ""price"": 439.96, ""sku"": ""SKU-588""}, {""product"": ""Headphones"", ""quantity"": 5, ""price"": 935.45, ""sku"": ""SKU-266""}, {""product"": ""Laptop"", ""quantity"": 3, ""price"": 489.35, ""sku"": ""SKU-413""}, {""product"": ""Watch"", ""quantity"": 4, ""price"": 161.98, ""sku"": ""SKU-815""}]",ORD-10130,"{""method"": ""paypal"", ""last_four"": ""5993""}",5993,paypal,"{""carrier"": ""FedEx"", ""tracking"": ""TR190979040"", ""cost"": 23.71}",FedEx,23.71,TR190979040,shipped,189.47
2024-03-16T00:00:00,"{""name"": ""Customer 131"", ""email"": ""customer131@shop.example"", ""address"": {""street"": ""176 Main St"", ""city"": ""San Francisco"", ""state"": ""CO"", ""zip"": ""86730""}}","{""street"": ""176 Main St"", ""city"": ""San Francisco"", ""state"": ""CO"", ""zip"": ""86730""}",San Francisco,CO,176 Main St,86730,customer131@shop.example,Customer 131,5856,"[{""product"": ""Phone"", ""quantity"": 2, ""price"": 64.11, ""sku"": ""SKU-615""}, {""product"": ""Laptop"", ""quantity"": 3, ""price"": 819.1, ""sku"": ""SKU-720""}, {""product"": ""Laptop"", ""quantity"": 4, ""price"": 75.56, ""sku"": ""SKU-745""}, {""product"": ""Watch"", ""quantity"": 5, ""price"": 238.62, ""sku"": ""SKU-212""}]",ORD-10131,"{""method"": ""apple_pay"", ""last_four"": ""1850""}",1850,apple_pay,"{""carrier"": ""FedEx"", ""tracking"": ""TR896002236"", ""cost"": 6.53}",FedEx,6.53,TR896002236,processing,1589.71
2024-06-09T00:00:00,"{""name"": ""Customer 132"", ""email"": ""customer132@shop.example"", ""address"": {""street"": ""937 Main St"", ""city"": ""Seattle"", ""state"": ""OR"", ""zip"": ""52154""}}","{""street"": ""937 Main St"", ""city"": ""Seattle"", ""state"": ""OR"", ""zip"": ""52154""}",Seattle,OR,937 Main St,52154,customer132@shop.example,Customer 132,7478,"[{""product"": ""Phone"", ""quantity"": 2, ""price"": 893.55, ""sku"": ""SKU-709""}, {""product"": ""Tablet"", ""quantity"": 4, ""price"": 603.35, ""sku"": ""SKU-807""}, {""product"": ""Headphones"", ""quantity"": 1, ""price"": 595.88, ""sku"": ""SKU-579""}]",ORD-10132,"{""method"": ""apple_pay"", ""last_four"": ""6083""}",6083,apple_pay,"{""carrier"": ""FedEx"", ""tracking"": ""TR398351031"", ""cost"": 19.82}",FedEx,19.82,TR398351031,delivered,961.03
2024-04-26T00:00:00,"{""name"": ""Customer 133"", ""email"": ""customer133@shop.example"", ""address"": {""street"": ""915 Main St"", ""city"": ""Denver"", ""state"": ""CA"", ""zip"": ""69668""}}","{""street"": ""915 Main St"", ""city"": ""Denver"", ""state"": ""CA"", ""zip"": ""69668""}",Denver,CA,915 Main St,69668,customer133@shop.example,Customer 133,4088,"[{""product"": ""Speakers"", ""quantity"": 1, ""price"": 475.37, ""sku"": ""SKU-221""}, {""product"": ""Watch"", ""quantity"": 3, ""price"": 611.47, ""sku"": ""SKU-378""}, {""product"": ""Watch"", ""quantity"": 2, ""price"": 797.67, ""sku"": ""SKU-870""}, {""product"": ""Headphones"", ""quantity"": 3, ""price"": 865.33, ""sku"": ""SKU-240""}]",ORD-10133,"{""method"": ""apple_pay"", ""last_four"": ""7889""}",7889,apple_pay,"{""carrier"": ""FedEx"", ""tracking"": ""TR157102617"", ""cost"": 22.82}",FedEx,22.82,TR157102617,delivered,1937.59
2024-07-13T00:00:00,"{""name"": ""Customer 134"", ""email"": ""customer134@shop.example"", ""address"": {""street"": ""249 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""85292""}}","{""street"": ""249 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""85292""}",San Francisco,OR,249 Main St,85292,customer134@shop.example,Customer 134,7317,"[{""product"": ""Camera"", ""quantity"": 5, ""price"": 700.86, ""sku"": ""SKU-431""}, {""product"": ""Laptop"", ""quantity"": 1, ""price"": 997.22, ""sku"": ""SKU-597""}, {""product"": ""Camera"", ""quantity"": 1, ""price"": 712.51, ""sku"": ""SKU-302""}, {""product"": ""Phone"", ""quantity"": 3, ""price"": 572.97, ""sku"": ""SKU-448""}]",ORD-10134,"{""method"": ""credit_card"", ""last_four"": ""3302""}",3302,credit_card,"{""carrier"": ""FedEx"", ""tracking"": ""TR212821806"", ""cost"": 23.32}",FedEx,23.32,TR212821806,shipped,1387.13
2024-03-15T00:00:00,"{""name"": ""Customer 135"", ""email"": ""customer135@shop.example"", ""address"": {""street"": ""462 Main St"", ""city"": ""Denver"", ""state"": ""WA"", ""zip"": ""61543""}}","{""street"": ""462 Main St"", ""city"": ""Denver"", ""state"": ""WA"", ""zip"": ""61543""}",Denver,WA,462 Main St,61543,customer135@shop.example,Customer 135,5959,"[{""product"": ""Speakers"", ""quantity"": 2, ""price"": 754.8, ""sku"": ""SKU-256""}, {""product"": ""Camera"", ""quantity"": 2, ""price"": 768.8, ""sku"": ""SKU-343""}, {""product"": ""Watch"", ""quantity"": 3, ""price"": 843.2, ""sku"": ""SKU-547""}]",ORD-10135,"{""method"": ""credit_card"", ""last_four"": ""2140""}",2140,credit_card,"{""carrier"": ""UPS"", ""tracking"": ""TR105637915"", ""cost"": 13.24}",UPS,13.24,TR105637915,processing,1456.49
2024-02-06T00:00:00,"{""name"": ""Customer 136"", ""email"": ""customer136@shop.example"", ""address"": {""street"": ""826 Main St"", ""city"": ""Portland"", ""state"": ""CA"", ""zip"": ""13323""}}","{""street"": ""826 Main St"", ""city"": ""Portland"", ""state"": ""CA"", ""zip"": ""13323""}",Portland,CA,826 Main St,13323,customer136@shop.example,Customer 136,1871,"[{""product"": ""Laptop"", ""quantity"": 1, ""price"": 178.97, ""sku"": ""SKU-286""}, {""product"": ""Speakers"", ""quantity"": 1, ""price"": 60.15, ""sku"": ""SKU-216""}, {""product"": ""Headphones"", ""quantity"": 5, ""price"": 243.31, ""sku"": ""SKU-376""}, {""product"": ""Laptop"", ""quantity"": 3, ""price"": 983.83, ""sku"": ""SKU-166""}]",ORD-10136,"{""method"": ""credit_card"", ""last_four"": ""8247""}",8247,credit_card,"{""carrier"": ""USPS"", ""tracking"": ""TR887777560"", ""cost"": 21.03}",USPS,21.03,TR887777560,cancelled,1346.93
2024-02-17T00:00:00,"{""name"": ""Customer 137"", ""email"": ""customer137@shop.example"", ""address"": {""street"": ""430 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""96589""}}","{""street"": ""430 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""96589""}",San Francisco,OR,430 Main St,96589,customer137@shop.example,Customer 137,1123,"[{""product"": ""Headphones"", ""quantity"": 1, ""price"": 120.41, ""sku"": ""SKU-199""}, {""product"": ""Camera"", ""quantity"": 5, ""price"": 170.04, ""sku"": ""SKU-406""}, {""product"": ""Phone"", ""quantity"": 5, ""price"": 302.87, ""sku"": ""SKU-718""}, {""product"": ""Laptop"", ""quantity"": 3, ""price"": 88.55, ""sku"": ""SKU-382""}]",ORD-10137,"{""method"": ""apple_pay"", ""last_four"": ""2318""}",2318,apple_pay,"{""carrier"": ""USPS"", ""tracking"": ""TR274632174"", ""cost"": 14.33}",USPS,14.33,TR274632174,cancelled,819.67
2024-03-15T00:00:00,"{""name"": ""Customer 138"", ""email"": ""customer138@shop.example"", ""address"": {""street"": ""168 Main St"", ""city"": ""Seattle"", ""state"": ""CA"", ""zip"": ""99809""}}","{""street"": ""168 Main St"", ""city"": ""Seattle"", ""state"": ""CA"", ""zip"": ""99809""}",Seattle,CA,168 Main St,99809,customer138@shop.example,Customer 138,5082,"[{""product"": ""Speakers"", ""quantity"": 2, ""price"": 98.01, ""sku"": ""SKU-641""}, {""product"": ""Tablet"", ""quantity"": 2, ""price"": 668.94, ""sku"": ""SKU-377""}, {""product"": ""Tablet"", ""quantity"": 1, ""price"": 129.5, ""sku"": ""SKU-858""}]",ORD-10138,"{""method"": ""paypal"", ""last_four"": ""1231""}",1231,paypal,"{""carrier"": ""FedEx"", ""tracking"": ""TR616130778"", ""cost"": 25.4}",FedEx,25.4,TR616130778,cancelled,2321.29
2024-06-28T00:00:00,"{""name"": ""Customer 139"", ""email"": ""customer139@shop.example"", ""address"": {""street"": ""923 Main St"", ""city"": ""Seattle"", ""state"": ""CO"", ""zip"": ""57705""}}","{""street"": ""923 Main St"", ""city"": ""Seattle"", ""state"": ""CO"", ""zip"": ""57705""}",Seattle,CO,923 Main St,57705,customer139@shop.example,Customer 139,5635,"[{""product"": ""Headphones"", ""quantity"": 3, ""price"": 806.96, ""sku"": ""SKU-420""}]",ORD-10139,"{""method"": ""apple_pay"", ""last_four"": ""8111""}",8111,apple_pay,"{""carrier"": ""USPS"", ""tracking"": ""TR106842548"", ""cost"": 6.08}",USPS,6.08,TR106842548,cancelled,947.68
2024-05-15T00:00:00,"{""name"": ""Customer 140"", ""email"": ""customer140@shop.example"", ""address"": {""street"": ""984 Main St"", ""city"": ""Denver"", ""state"": ""OR"", ""zip"": ""32789""}}","{""street"": ""984 Main St"", ""city"": ""Denver"", ""state"": ""OR"", ""zip"": ""32789""}",Denver,OR,984 Main St,32789,customer140@shop.example,Customer 140,9655,"[{""product"": ""Laptop"", ""quantity"": 3, ""price"": 290.96, ""sku"": ""SKU-950""}, {""product"": ""Camera"", ""quantity"": 2, ""price"": 76.54, ""sku"": ""SKU-883""}, {""product"": ""Phone"", ""quantity"": 2, ""price"": 133.79, ""sku"": ""SKU-245""}]",ORD-10140,"{""method"": ""apple_pay"", ""last_four"": ""9849""}",9849,apple_pay,"{""carrier"": ""USPS"", ""tracking"": ""TR484343858"", ""cost"": 12.04}",USPS,12.04,TR484343858,processing,2092.96
2024-04-23T00:00:00,"{""name"": ""Customer 141"", ""email"": ""customer141@shop.example"", ""address"": {""street"": ""288 Main St"", ""city"": ""Seattle"", ""state"": ""WA"", ""zip"": ""99922""}}","{""street"": ""288 Main St"", ""city"": ""Seattle"", ""state"": ""WA"", ""zip"": ""99922""}",Seattle,WA,288 Main St,99922,customer141@shop.example,Customer 141,5123,"[{""product"": ""Camera"", ""quantity"": 5, ""price"": 503.19, ""sku"": ""SKU-523""}]",ORD-10141,"{""method"": ""paypal"", ""last_four"": ""4475""}",4475,paypal,"{""carrier"": ""UPS"", ""tracking"": ""TR698713400"", ""cost"": 14.87}",UPS,14.87,TR698713400,processing,530.34
2024-06-03T00:00:00,"{""name"": ""Customer 142"", ""email"": ""customer142@shop.example"", ""address"": {""street"": ""458 Main St"", ""city"": ""Portland"", ""state"": ""WA"", ""zip"": ""80583""}}","{""street"": ""458 Main St"", ""city"": ""Portland"", ""state"": ""WA"", ""zip"": ""80583""}",Portland,WA,458 Main St,80583,customer142@shop.example,Customer 142,5765,"[{""product"": ""Phone"", ""quantity"": 4, ""price"": 121.35, ""sku"": ""SKU-440""}, {""product"": ""Speakers"", ""quantity"": 4, ""price"": 87.8, ""sku"": ""SKU-864""}]",ORD-10142,"{""method"": ""apple_pay"", ""last_four"": ""9990""}",9990,apple_pay,"{""carrier"": ""UPS"", ""tracking"": ""TR338742293"", ""cost"": 16.42}",UPS,16.42,TR338742293,cancelled,1750.91
2024-05-29T00:00:00,"{""name"": ""Customer 143"", ""email"": ""customer143@shop.example"", ""address"": {""street"": ""97 Main St"", ""city"": ""Denver"", ""state"": ""WA"", ""zip"": ""15175""}}","{""street"": ""97 Main St"", ""city"": ""Denver"", ""state"": ""WA"", ""zip"": ""15175""}",Denver,WA,97 Main St,15175,customer143@shop.example,Customer 143,9242,"[{""product"": ""Laptop"", ""quantity"": 4, ""price"": 318.34, ""sku"": ""SKU-426""}, {""product"": ""Tablet"", ""quantity"": 5, ""price"": 304.94, ""sku"": ""SKU-305""}, {""product"": ""Phone"", ""quantity"": 2, ""price"": 49.26, ""sku"": ""SKU-933""}, {""product"": ""Watch"", ""quantity"": 3, ""price"": 626.45, ""sku"": ""SKU-360""}]",ORD-10143,"{""method"": ""apple_pay"", ""last_four"": ""5874""}",5874,apple_pay,"{""carrier"": ""FedEx"", ""tracking"": ""TR407061487"", ""cost"": 8.86}",FedEx,8.86,TR407061487,shipped,916.9
2024-04-16T00:00:00,"{""name"": ""Customer 144"", ""email"": ""customer144@shop.example"", ""address"": {""street"": ""623 Main St"", ""city"": ""Seattle"", ""state"": ""CA"", ""zip"": ""93682""}}","{""street"": ""623 Main St"", ""city"": ""Seattle"", ""state"": ""CA"", ""zip"": ""93682""}",Seattle,CA,623 Main St,93682,customer144@shop.example,Customer 144,6313,"[{""product"": ""Speakers"", ""quantity"": 3, ""price"": 945.83, ""sku"": ""SKU-158""}, {""product"": ""Speakers"", ""quantity"": 1, ""price"": 827.45, ""sku"": ""SKU-303""}, {""product"": ""Speakers"", ""quantity"": 1, ""price"": 594.37, ""sku"": ""SKU-575""}, {""product"": ""Watch"", ""quantity"": 2, ""price"": 958.94, ""sku"": ""SKU-527""}]",ORD-10144,"{""method"": ""paypal"", ""last_four"": ""7990""}",7990,paypal,"{""carrier"": ""USPS"", ""tracking"": ""TR988603990"", ""cost"": 11.52}",USPS,11.52,TR988603990,processing,703.25
2024-05-14T00:00:00,"{""name"": ""Customer 145"", ""email"": ""customer145@shop.example"", ""address"": {""street"": ""358 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""39763""}}","{""street"": ""358 Main St"", ""city"": ""San Francisco"", ""state"": ""OR"", ""zip"": ""39763""}",San Francisco,OR,358 Main St,39763,customer145@shop.example,Customer 145,7693,"[{""product"": ""Phone"", ""quantity"": 5, ""price"": 196.61, ""sku"": ""SKU-653""}, {""product"": ""Watch"", ""quantity"": 4, ""price"": 569.69, ""sku"": ""SKU-451""}, {""product"": ""Speakers"", ""quantity"": 1, ""price"": 685.43, ""sku"": ""SKU-606""}]",ORD-10145,"{""method"": ""credit_card"", ""last_four"": ""5040""}",5040,credit_card,"{""carrier"": ""FedEx"", ""tracking"": ""TR471637392"", ""cost"": 19.34}",FedEx,19.34,TR471637392,processing,126.37
2024-06-22T00:00:00,"{""name"": ""Customer 146"", ""email"": ""customer146@shop.example"", ""address"": {""street"": ""75 Main St"", ""city"": ""Seattle"", ""state"": ""WA"", ""zip"": ""40484""}}","{""street"": ""75 Main St"", ""city"": ""Seattle"", ""state"": ""WA"", ""zip"": ""40484""}",Seattle,WA,75 Main St,40484,customer146@shop.example,Customer 146,2592,"[{""product"": ""Speakers"", ""quantity"": 3, ""price"": 606.68, ""sku"": ""SKU-580""}, {""product"": ""Speakers"", ""quantity"": 5, ""price"": 833.89, ""sku"": ""SKU-809""}, {""product"": ""Speakers"", ""quantity"": 3, ""price"": 899.47, ""sku"": ""SKU-252""}, {""product"": ""Phone"", ""quantity"": 5, ""price"": 668.45, ""sku"": ""SKU-438""}]",ORD-10146,"{""method"": ""paypal"", ""last_four"": ""6395""}",6395,paypal,"{""carrier"": ""UPS"", ""tracking"": ""TR911700367"", ""cost"": 22.43}",UPS,22.43,TR911700367,cancelled,557.71
2024-02-26T00:00:00,"{""name"": ""Customer 147"", ""email"": ""customer147@shop.example"", ""address"": {""street"": ""563 Main St"", ""city"": ""Denver"", ""state"": ""OR"", ""zip"": ""92523""}}","{""street"": ""563 Main St"", ""city"": ""Denver"", ""state"": ""OR"", ""zip"": ""92523""}",Denver,OR,563 Main St,92523,customer147@shop.example,Customer 147,6023,"[{""product"": ""Camera"", ""quantity"": 3, ""price"": 491.49, ""sku"": ""SKU-770""}, {""product"": ""Watch"", ""quantity"": 2, ""price"": 913.87, ""sku"": ""SKU-674""}, {""product"": ""Speakers"", ""quantity"": 4, ""price"": 721.53, ""sku"": ""SKU-375""}, {""product"": ""Camera"", ""quantity"": 3, ""price"": 415.49, ""sku"": ""SKU-510""}]",ORD-10147,"{""method"": ""credit_card"", ""last_four"": ""9651""}",9651,credit_card,"{""carrier"": ""FedEx"", ""tracking"": ""TR357458667"", ""cost"": 7.33}",FedEx,7.33,TR357458667,delivered,607.59
2024-01-06T00:00:00,"{""name"": ""Customer 148"", ""email"": ""customer148@shop.example"", ""address"": {""street"": ""149 Main St"", ""city"": ""Seattle"", ""state"": ""OR"", ""zip"": ""15731""}}","{""street"": ""149 Main St"", ""city"": ""Seattle"", ""state"": ""OR"", ""zip"": ""15731""}",Seattle,OR,149 Main St,15731,customer148@shop.example,Customer 148,2229,"[{""product"": ""Camera"", ""quantity"": 1, ""price"": 120.86, ""sku"": ""SKU-865""}, {""product"": ""Phone"", ""quantity"": 1, ""price"": 530.78, ""sku"": ""SKU-416""}, {""product"": ""Phone"", ""quantity"": 3, ""price"": 859.22, ""sku"": ""SKU-402""}]",ORD-10148,"{""method"": ""paypal"", ""last_four"": ""3990""}",3990,paypal,"{""carrier"": ""UPS"", ""tracking"": ""TR801615184"", ""cost"": 24.24}",UPS,24.24,TR801615184,pending,2116.34
2024-04-19T00:00:00,"{""name"": ""Customer 149"", ""email"": ""customer149@shop.example"", ""address"": {""street"": ""294 Main St"", ""city"": ""Seattle"", ""state"": ""OR"", ""zip"": ""46913""}}","{""street"": ""294 Main St"", ""city"": ""Seattle"", ""state"": ""OR"", ""zip"": ""46913""}",Seattle,OR,294 Main St,46913,customer149@shop.example,Customer 149,2065,"[{""product"": ""Laptop"", ""quantity"": 2, ""price"": 725.26, ""sku"": ""SKU-369""}, {""product"": ""Watch"", ""quantity"": 3, ""price"": 762.43, ""sku"": ""SKU-925""}, {""product"": ""Headphones"", ""quantity"": 2, ""price"": 975.23, ""sku"": ""SKU-338""}]",ORD-10149,"{""method"": ""paypal"", ""last_four"": ""9616""}",9616,paypal,"{""carrier"": ""USPS"", ""tracking"": ""TR897368835"", ""cost"": 11.78}",USPS,11.78,TR897368835,shipped,1407.08
2024-04-09T00:00:00,"{""name"": ""Customer 150"", ""email"": ""customer150@shop.example"", ""address"": {""street"": ""808 Main St"", ""city"": ""Denver"", ""state"": ""CO"", ""zip"": ""53959""}}","{""street"": ""808 Main St"", ""city"": ""Denver"", ""state"": ""CO"", ""zip"": ""53959""}",Denver,CO,808 Main St,53959,customer150@shop.example,Customer 150,2647,"[{""product"": ""Watch"", ""quantity"": 3, ""price"": 18.72, ""sku"": ""SKU-614""}]",ORD-10150,"{""method"": ""apple_pay"", ""last_four"": ""6369""}",6369,apple_pay,"{""carrier"": ""UPS"", ""tracking"": ""TR832354713"", ""cost"": 15.29}",UPS,15.29,TR832354713,cancelled,2004.97
2024-07-12T00:00:00,"{""name"": ""Customer 151"", ""email"": ""customer151@shop.example"", ""address"": {""street"": ""241 Main St"", ""city"": ""Denver"", ""state"": ""CO"", ""zip"": ""19583""}}","{""street"": ""241 Main St"", ""city"": ""Denver"", ""state"": ""CO"", ""zip"": ""19583""}",Denver,CO,241 Main St,19583,customer151@shop.example,Customer 151,3223,"[{""product"": ""Headphones"", ""quantity"": 4, ""price"": 32.18, ""sku"": ""SKU-764""}, {""product"": ""Phone"", ""quantity"": 3, ""price"": 24.8, ""sku"": ""SKU-239""}, {""product"": ""Speakers"", ""quantity"": 4, ""price"": 735.11, ""sku"": ""SKU-269""}]",ORD-10151,"{""method"": ""credit_card"", ""last_four"": ""5216""}",5216,credit_card,"{""carrier"": ""USPS"", ""tracking"": ""TR878011838"", ""cost"": 25.48}",USPS,25.48,TR878011838,cancelled,561.02
2024-02-25T00:00:00,"{""name"": ""Customer 152"", ""email"": ""customer152@shop.example"", ""address"": {""street"": ""493 Main St"", ""city"": ""Seattle"", ""state"": ""OR"", ""zip"": ""42759""}}","{""street"": ""493 Main St"", ""city"": ""Seattle"", ""state"": ""OR"", ""zip"": ""42759""}",Seattle,OR,493 Main St,42759,customer152@shop.example,Customer 152,5416,"[{""product"": ""Watch"", ""quantity"": 2, ""price"": 530.4, ""sku"": ""SKU-594""}, {""product"": ""Headphones"", ""quantity"": 5, ""price"": 233.8, ""sku"": ""SKU-749""}]",ORD-10152,"{""method"": ""credit_card"", ""last_four"": ""6098""}",6098,credit_card,"{""carrier"": ""FedEx"", ""tracking"": ""TR858037037"", ""cost"": 7.21}",FedEx,7.21,TR858037037,pending,784.74
2024-05-17T00:00:00,"{""name"": ""Customer 153"", ""email"": ""customer153@shop.example"", ""address"": {""street"": ""29 Main St"", ""city"": ""Seattle"", ""state"": ""CO"", ""zip"": ""40431""}}","{""street"": ""29 Main St"", ""city"": ""Seattle"", ""state"": ""CO"", ""zip"": ""40431""}",Seattle,CO,29 Main St,40431,customer153@shop.example,Customer 153,6706,"[{""product"": ""Headphones"", ""quantity"": 4, ""price"": 119.89, ""sku"": ""SKU-370""}]",ORD-10153,"{""method"": ""apple_pay"", ""last_four"": ""7703""}",7703,apple_pay,"{""carrier"": ""USPS"", ""tracking"": ""TR510817408"", ""cost"": 10.64}",USPS,10.64,TR510817408,pending,2454.13
2024-07-17T00:00:00,"{""name"": ""Customer 154"", ""email"": ""customer154@shop.example"", ""address"": {""street"": ""985 Main St"", ""city"": ""Denver"", ""state"": ""CA"", ""zip"": ""63287""}}","{""street"": ""985 Main St"", ""city"": ""Denver"", ""state"": ""CA"", ""zip"": ""63287""}",Denver,CA,985 Main St,63287,customer154@shop.example,Customer 154,2417,"[{""product"": ""Tablet"", ""quantity"": 4, ""price"": 681.76, ""sku"": ""SKU-945""}, {""product"": ""Phone"", ""quantity"": 5, ""price"": 757.87, ""sku"": ""SKU-447""}, {""product"": ""Tablet"", ""quantity"": 2, ""price"": 377.49, ""sku"": ""SKU-182""}, {""product"": ""Phone"", ""quantity"": 1, ""price"": 925.98, ""sku"": ""SKU-323""}]",ORD-10154,"{""method"": ""paypal"", ""last_four"": ""1139""}",1139,paypal,"{""carrier"": ""UPS"", ""tracking"": ""TR574039783"", ""cost"": 25.91}",UPS,25.91,TR574039783,delivered,910.6
2024-03-25T00:00:00,"{""name"": ""Customer 155"", ""email"": ""customer155@shop.example"", ""address"": {""street"": ""580 Main St"", ""city"": ""Denver"", ""state"": ""OR"", ""zip"": ""71719""}}","{""street"": ""580 Main St"", ""city"": ""Denver"", ""state"": ""OR"", ""zip"": ""71719""}",Denver,OR,580 Main St,71719,customer155@shop.example,Customer 155,1394,"[{""product"": ""Speakers"", ""quantity"": 4, ""price"": 514.44, ""sku"": ""SKU-561""}, {""product"": ""Headphones"", ""quantity"": 4, ""price"": 985.97, ""sku"": ""SKU-674""}]",ORD-10155,"{""method"": ""apple_pay"", ""last_four"": ""6697""}",6697,apple_pay,"{""carrier"": ""FedEx"", ""tracking"": ""TR158436429"", ""cost"": 9.19}",FedEx,9.19,TR158436429,delivered,1961.62
2024-01-17T00:00:00,"{""name"": ""Customer 156"", ""email"": ""customer156@shop.example"", ""address"": {""street"": ""580 Main St"", ""city"": ""Portland"", ""state"": ""CO"", ""zip"": ""27477""}}","{""street"": ""580 Main St"", ""city"": ""Portland"", ""state"": ""CO"", ""zip"": ""27477""}",Portland,CO,580 Main St,27477,customer156@shop.example,Customer 156,1062,"[{""product"": ""Watch"", ""quantity"": 1, ""price"": 644.03, ""sku"": ""SKU-381""}, {""product"": ""Speakers"", ""quantity"": 3, ""price"": 645.23, ""sku"": ""SKU-817""}, {""product"": ""Camera"", ""quantity"": 3, ""price"": 951.64, ""sku"": ""SKU-246""}, {""product"": ""Camera"", ""quantity"": 1, ""price"": 338.01, ""sku"": ""SKU-637""}]",ORD-10156,"{""method"": ""apple_pay"", ""last_four"": ""8942""}",8942,apple_pay,"{""carrier"": ""FedEx"", ""tracking"": ""TR891941704"", ""cost"": 23.68}",FedEx,23.68,TR891941704,delivered,2467.87
2024-06-12T00:00:00,"{""name"": ""Customer 157"", ""email"": ""customer157@shop.example"", ""address"": {""street"": ""540 Main St"", ""city"": ""Denver"", ""state"": ""WA"", ""zip"": ""78707""}}","{""street"": ""540 Main St"", ""city"": ""Denver"", ""state"": ""WA"", ""zip"": ""78707""}",Denver,WA,540 Main St,78707,customer157@shop.example,Customer 157,2838,"[{""product"": ""Speakers"", ""quantity"": 3, ""price"": 231.12, ""sku"": ""SKU-236""}, {""product"": ""Speakers"", ""quantity"": 3, ""price"": 771.83, ""sku"": ""SKU-242""}, {""product"": ""Laptop"", ""quantity"": 3, ""price"": 699.4, ""sku"": ""SKU-251""}, {""product"": ""Phone"", ""quantity"": 5, ""price"": 296.99, ""sku"": ""SKU-172""}]",ORD-10157,"{""method"": ""apple_pay"", ""last_four"": ""9951""}",9951,apple_pay,"{""carrier"": ""UPS"", ""tracking"": ""TR590881506"", ""cost"": 17.2}",UPS,17.2,TR590881506,pending,1974.28
